P30613
Q96AE4
P49321
P11831
P50406
Q9Y2J0
Q05519
O95967
P38435
Q9HAU5
Q9UBD9
Q9UHC1
Q7LDG7
Q6ZSB9
Q8NDI1
Q9HAQ2
P41218
P41219
O60359
Q9H0X9
P17900
P20265
Q765I0
Q13029
Q9NP08
Q9BXL8
Q13023
Q9BXL7
Q13021
Q9BXL5
Q02643
Q02161
Q8N1K5
P15529
Q92527
O60281
P43003
Q8NEV4
P43007
P43005
P43004
Q92521
Q00839
Q9NPI9
Q9NPI8
Q9NPI5
Q9NPI7
Q9NPI6
Q9NPI1
Q5RI15
Q06187
Q9H0C5
Q9BQ51
P04179
Q05397
Q14249
Q14246
Q14247
Q14244
Q14242
O95983
Q8WV35
Q14241
O60927
P51795
Q9HA47
Q15796
Q5JSZ8
Q7RTN6
Q9Y6A1
O95197
P46695
Q96LT9
Q96LT6
Q9NUW0
Q96LT4
Q13286
O94955
O94956
Q4G0P3
Q86VZ4
O94952
O94953
Q14790
Q5JSP0
P16298
O75751
Q9NQC1
Q16790
P10515
Q16795
Q8NF81
Q16799
P62280
Q96FK6
Q5S007
Q9NQC8
Q5JSG0
Q9UNS1
Q8IYN0
Q6MZN7
P23946
O95813
Q75T13
Q494Z7
Q96MR6
Q96MR9
Q9UDV7
Q9BRQ4
Q7Z2V1
P15813
Q15256
Q8IWU5
P11413
Q16134
P35613
O75936
Q9UFW8
Q96GK7
Q9NYA1
Q2M3D2
Q13568
Q13569
O95777
Q13564
Q8WWA0
O95772
Q04721
Q13561
P59541
Q52M93
Q9BY07
Q9BY08
Q8NE62
Q8NE63
A3KMH1
P15586
O00203
O00204
Q13610
O00206
P48728
P43119
Q4AC99
Q96AQ8
P23280
P40189
Q8NFM4
P31785
Q8N7U0
Q6ZRS2
P18848
Q96AQ6
Q96AQ7
Q4KMY3
Q08708
P24310
P24311
Q00577
Q9NTX5
P06396
Q9UID3
O15539
Q9UID6
O00622
Q01628
O60673
Q68CL5
Q15154
Q96ME1
Q9NP31
P08235
Q6ZW61
Q9NYV8
Q96B33
A1E959
O60739
Q6MZP7
Q9GZM8
Q9NY46
Q9GZM5
Q9GZM6
Q9GZM7
Q9BXB4
Q9H1A7
P35606
Q14526
P35609
Q8HWS3
Q03518
Q6P1M9
Q8IXJ9
Q96HQ0
A2CJ06
Q6P1M3
P55160
Q9UNG2
P11908
Q96FA3
Q9UKI8
Q07326
Q8NDX1
Q6XR72
Q9Y697
Q2VIQ3
Q86X60
P57086
Q8N766
P57082
O43920
O00244
P53999
Q9UQR1
P50591
Q9BYC5
Q9H0F6
Q8N3C7
P07738
P19419
P46821
O15118
Q9UDX4
P56178
Q495W5
Q8N1G1
Q8WU76
P13284
Q8WU79
Q9Y2L9
Q9BZF9
Q8NBJ4
Q8TED0
Q8TED1
A5PLN7
O43598
P50452
O43597
O43592
O43593
P40121
P40123
P40126
Q14624
Q9BQC3
Q86X52
Q86X53
Q10567
Q86X55
Q93008
Q86X59
P20807
Q9NYI0
Q6IEY1
P14618
Q92859
Q6WN34
Q9HD42
Q8TB69
P21506
P11277
O75534
P26358
Q9H2J7
P50281
Q9BZJ0
P59910
P25391
Q5T1N1
P40692
P33778
P21964
Q15054
Q9H8C5
P98095
P56270
O95868
P20036
Q9UNN4
Q9HBW0
Q969X1
Q96BT7
Q6P988
Q03001
Q9UNA1
P61328
Q9NZI2
Q92913
Q9NZI7
Q9NZI6
O15117
Q9NZI8
Q96L11
Q9NRW7
Q96L12
Q96L15
Q9NZ56
Q9HBR0
Q13214
Q96RD9
Q7RTR2
P17036
P48061
Q96PP8
P05166
Q6ULP2
Q8TF39
Q9BZV1
Q96KR7
O15417
P01920
Q96RU7
Q6DN14
O43189
Q96RU3
P34925
Q9NPA5
Q15012
O00512
Q5BIV9
Q9BTU6
Q9BPW9
Q9Y2P8
P52209
Q9Y2P0
O60583
Q9Y2P5
Q9Y2P4
Q9Y2P7
P43628
P43626
Q99706
P42263
O15258
Q9NZV8
Q6UXH0
P11171
O60861
P09544
P48039
Q13158
P18846
P47755
P01040
Q63HQ2
P08686
P01116
O00591
Q96S21
O00590
A0JNW5
P42226
P54278
P09693
Q8WXG6
Q9Y4J8
O95219
Q9P1Z3
Q9P1Z2
Q9P1Z0
P08908
Q9P1Z9
P00352
Q9Y5A7
P49910
Q8IY57
Q5H9R7
Q8IY51
O14576
Q92777
Q92771
Q92772
P42229
Q99788
Q99784
Q99785
P42224
P55345
P30825
Q6NT32
P55011
Q9Y337
Q96JH8
Q5SRN2
P15056
Q96PQ7
P0C5Z0
Q86VW0
P29728
O43929
P10809
Q16760
Q96IK5
P02808
Q9UIY3
P53355
Q68CQ7
A2PYH4
Q68CQ4
O15169
Q7Z569
Q8N6R0
Q6ZWK7
Q6ZWK6
Q6ZWK4
Q13478
P12524
Q86YL7
Q86YL5
Q8N8Q1
P10523
O14972
O14976
O14977
O14975
O14978
O14979
Q5TID7
Q9GZP9
Q9GZP8
Q9HBL0
P26572
P35670
Q9GZP4
P41252
Q9UH92
Q13368
Q9GZP0
Q7Z7B1
Q7Z7B0
P68871
P16562
P69905
Q7Z7B7
Q76KD6
Q7Z7B8
Q8IW75
Q9HBT8
P47710
Q9UBI4
Q9BTT0
Q99593
Q9UPQ0
Q86YE8
Q9UHF5
Q9UNA3
Q9UNA0
Q9UNA4
Q86XM0
Q13007
Q5TGP6
P18583
Q7Z7M9
P50851
Q5T5M9
Q9UPX0
Q9H2W2
Q9UBC0
Q9UBC1
Q9UBC2
Q9UBC3
Q9UBC5
Q9H2G9
P19652
P33992
P20929
Q08211
Q8NG31
O75400
Q9NUW8
Q9ULF5
Q5QJ74
Q9H2Y7
P10645
Q6K0P9
Q5VWZ2
Q9H869
Q3SXM5
Q12947
Q12946
P10646
Q96GQ7
Q9Y644
O00217
Q9UMR2
Q9BV57
Q12948
Q01718
A3QJZ6
P10643
Q06481
P48553
P62861
P51813
P51812
P51811
P51810
P51817
P51816
P38398
P51814
Q3KNT3
Q8TAF3
Q9UM07
O60488
Q8TAF7
Q8TAF8
P07093
Q96Q35
P30711
O14498
O43566
Q13948
Q9NZM6
O14490
O14493
O14492
O14495
O14494
O14497
Q92574
O95922
P07098
O95926
Q9H1I8
O95925
P0C869
Q8NFW5
Q8NFW1
P0C862
Q8NFW8
Q8NFW9
Q9UNL4
Q9H9B1
Q15345
Q64ET8
Q9UPE1
O14628
P05129
Q15262
P11717
Q16587
Q9Y5P0
Q9Y5F7
P43631
P14151
P02671
Q15149
Q9NTI2
Q93099
P08263
P62341
Q9H4Z2
Q9H4Z3
P05412
P05413
Q00613
Q9HAV0
Q9HAV7
Q9HAV5
Q9HAV4
Q96AA3
Q6ZWH5
Q8IYR0
Q6A163
Q6A162
O76014
Q14457
O95467
Q5VZV1
Q5VZV4
Q9UNW9
O75916
P01127
P04114
Q9H5X1
Q5JST6
Q5SZ82
P20273
Q8IYS4
Q02985
Q92731
O60936
P43246
O95347
Q9Y297
P11597
Q14157
P19367
Q9NX52
Q9NX55
Q9NX57
Q9NX58
Q5SQH8
Q9H825
Q9H2E6
P06401
P13726
P52848
Q8WYH8
Q86WH2
O43709
Q16623
P22459
P17948
Q9NVF9
A6NND4
Q9UN79
Q6PJ69
Q96DX7
Q96DX4
Q96DX5
Q96DX8
O95704
O43306
Q9NR77
Q9NR71
Q5T4T1
P35580
P56470
Q86WZ6
P55789
O75461
Q9P2S6
Q9P2T0
Q15475
Q96TC7
Q92560
Q96KQ7
Q9HB65
O14813
Q03167
Q68CZ6
Q03164
P13994
P13995
A4D263
Q03169
Q68CZ2
O14639
Q9NVI7
O43677
O14713
O43513
Q8N6Y1
O75379
P09326
Q96EF6
Q96NR2
Q6WKZ4
P00748
Q9BQA9
Q99571
P55786
Q96K31
Q96NR8
O60683
O00628
P31431
O75888
P04156
P61587
Q9BXT8
P21953
P57789
Q9UGU5
Q9H1C4
Q14152
Q6ZN44
Q96SL1
Q9NUV7
P35070
Q9Y5K8
Q8N2H4
P48729
Q96KN4
P51172
P19099
P51178
Q5TC12
Q8TE04
Q96JB2
P11216
Q8TE02
Q96KN7
Q96R08
Q96R09
Q96R05
Q96R06
Q14542
P20930
P80297
Q8WVB6
O14874
Q8WVB3
O00515
Q9Y324
Q9Y2T6
Q08117
Q08116
Q9Y320
Q86YI8
P78347
Q13510
Q9HAT8
Q7Z7G0
O15360
Q9Y328
Q9H6R6
O60542
Q9Y2T2
P98171
Q9UHR6
Q6UWU4
Q6UWU2
P15907
Q8NFP4
Q8NGH3
Q5RIA9
Q6NUS6
Q8WUM4
Q6NUS8
P35414
P35410
P59817
Q68EM7
P22314
O75352
P17098
Q6XQN6
Q9Y223
P10746
P41440
Q9H3T2
Q5TIA1
Q8N7P1
Q8N7P3
P04899
P48230
P15408
Q68DY1
Q6ZMS4
Q9Y4G8
O95620
P36269
Q6UWR7
Q16563
P26010
P26012
O94941
Q9P0L9
Q9UKY7
P55081
Q9NXF1
Q9H501
P62879
Q5H9F3
Q9P2J5
Q9Y2N7
Q96M94
Q96M95
Q68CP4
P52272
Q96M91
Q96M93
Q63HK3
Q96M98
Q0D2I5
Q63HK5
Q05329
Q8IX94
Q6P531
Q9BWN1
P57078
Q9H2L5
Q8NHP7
Q8NHP6
Q8IY18
Q9NWX5
Q9P289
Q9NWX6
P61296
Q969G9
A5LHX3
Q8IWQ3
Q7L2E3
Q8TE60
Q9HCX4
Q27J81
P35914
Q86UP3
Q6ZN28
Q9BYW2
Q5T089
Q8IX03
Q9BYW1
P04745
P18754
Q6ZSG1
Q9BX69
P11245
P12235
Q96EZ8
Q6ZWL3
P36507
Q8IZS6
Q99962
Q9HCC9
P28906
Q9NXJ0
Q9NQR4
Q15025
Q9NQR1
Q9NXJ5
Q9NQR9
P60568
Q9C000
Q9C002
Q9C005
Q9C004
P17693
Q9UHF0
Q15746
Q6RUI8
Q8WUA7
Q96BZ9
P30622
Q86WU2
Q14654
Q92959
O60469
Q3SXR2
O60462
Q96SB4
P20132
P09086
Q9NRP4
Q96PC2
Q9BT81
P30279
Q9NRP2
P16157
Q9BZD3
Q5VT06
Q9UQB9
Q15080
Q15208
Q9P2I0
Q9HD43
Q9HCL2
A9UHW6
P15509
Q9UPY6
Q6UX68
Q9NRK6
Q86VQ1
O95644
P08684
P59534
Q96BQ3
P59535
Q16512
Q13477
Q96QU8
P05549
Q96QU4
O00469
Q96QU6
Q96QU1
P54252
Q9BXN6
P54257
Q8N960
P54259
P05556
Q15061
P14678
P14679
P05120
Q8TB68
Q9UI10
Q6IPW0
Q8TD31
Q86UP2
P62269
Q8IUF1
O75391
O15492
P46439
O75390
O15496
O15498
O15499
O95292
Q8NBJ5
Q02218
Q99595
Q99594
Q03519
Q99590
Q99592
Q53TQ3
Q96RM1
O60423
Q96SB3
P30419
P01137
P13797
Q96HI0
Q9H5Q4
Q9Y385
Q9H158
Q9Y5I7
Q9Y5I1
Q9UN74
Q13332
Q16342
Q06124
P15104
Q92633
Q92743
Q5VSL9
Q969T3
Q6UWH6
Q13126
Q6UWH4
Q9UGB7
Q7L0J2
Q8NI38
Q8TD43
Q8NI32
Q8NI37
Q8NI36
Q8NI35
O14727
Q96SA4
Q96IM9
Q9UL12
Q8NCB2
Q6ICJ4
Q15797
O43561
P21333
Q96CG8
Q9UL19
P11912
Q9UHV8
Q8TDC3
Q05315
P22732
Q15569
Q9HBI1
Q04828
P37275
B7Z1F2
Q9UKS7
Q9NNX1
Q15063
Q9UH36
Q15067
P50221
O00587
O00585
Q9UPT5
Q9NP64
O95229
Q6W4X9
O95221
O95222
P06729
Q14943
P49915
P09327
Q00013
O15131
P62158
Q8NHK3
Q9BRV3
Q8TCW7
Q92914
Q92915
Q92917
P51993
P51991
Q8WVS4
Q9UKA4
Q92918
P78369
Q92674
P05023
P06731
Q9NQW7
P15927
O94804
P15924
P15923
Q9UHP6
Q8TCC3
Q8IYL9
O14802
Q8TCC7
Q9UI17
Q8IYL3
Q8IYL2
O95696
Q9NUU0
Q07912
Q3KR37
O43149
O43148
P07196
O43143
P52742
Q15935
Q8N143
O43147
Q68EA5
Q6N045
P08575
Q8N118
Q96P47
Q14088
Q96PD2
Q9UI08
Q9UII2
Q86Z23
Q9H299
Q2HJ12
Q9BSL1
Q99929
P09131
P41240
Q9NP72
Q56UN5
Q15437
Q8IWV7
P07949
Q8IWV2
Q8IWV1
Q9BRS2
Q12901
Q9H9E3
Q9H9E1
Q9Y5Q5
Q13191
Q8IZR5
Q9HCY8
Q6R2W3
Q9H2P9
Q15833
Q13449
Q6IS14
P63244
Q6DKI1
Q13443
Q13442
Q13445
Q13444
Q13409
Q99996
Q8WXA3
P18089
Q9HCQ7
P30039
Q96BI3
Q16534
Q9UBX1
P25685
P43235
P17655
Q16626
Q16663
Q16625
Q16620
Q16621
Q9H1D0
A8MT69
Q16629
Q06141
Q9UEE5
Q9UHC6
Q6S8J7
Q6S8J3
Q8N9F8
Q13635
Q969Q0
Q969Q1
Q969Q4
Q969Q5
Q969Q6
Q9Y345
P07307
P11142
Q5T6L9
Q7Z4G1
Q9BQB4
Q13601
P06681
Q7Z4G4
Q9Y376
Q76N32
P49901
P49902
P49903
P15328
P49908
P09661
O14647
Q5TF85
Q5GH70
Q5GH72
Q5GH73
Q8WYL5
Q5GH76
Q5GH77
Q9UKY4
Q6ICL3
Q9P2X0
Q93050
Q9Y519
Q86TM3
Q8WX93
Q8WXF0
P09668
Q14003
O00231
Q12999
Q53FT3
P08603
O75908
O75909
O75907
Q5TFQ5
P20783
O75900
O75901
P08118
Q14008
Q96SF2
Q9Y4C4
Q9P2E7
Q96SF7
Q96SF8
Q9UKP4
Q9UKP5
Q9UKP3
Q8WWI1
Q9H582
Q13889
Q9Y273
Q8N9P6
Q6P5X6
P15538
P15531
Q96P16
Q96P11
O76038
P33121
P47872
Q8IV16
P20941
Q8IV13
Q96KN9
Q14240
Q8IV10
O95104
Q9HBD1
A6NJ46
A7XYQ1
Q9UBS5
Q05086
O15530
Q9Y4C1
Q9H0H5
Q6IF42
Q7Z2E3
O43462
O43463
P07357
P07355
Q7LBE3
Q99572
P07359
P07358
Q9UBF9
O14933
O15264
P10747
Q6P2M8
Q9BYV7
O00534
Q9HD20
Q9UDX5
P51608
Q9Y217
Q05066
Q13285
Q96A61
Q5U651
Q96A65
P00740
Q9UBF6
Q5TA04
Q9NUG6
Q9NUG4
Q5BJD5
P06400
Q1XH10
Q01081
Q86YT9
P59103
P10909
Q9H6D7
Q6UB35
Q9H6D3
Q9NU63
P00790
P30085
P30084
P30086
P18577
Q96K80
Q96K83
Q96RW7
Q9Y2U5
P33681
Q86X83
O43674
O14773
Q3T906
A1L157
P08962
Q9NUU7
Q13207
Q9P2L0
A2RU67
Q96BI1
Q8WXA9
P52333
Q9Y2J8
P31689
P01732
P62979
Q15303
Q9H7B2
P15502
Q9H7B4
Q9H7B7
Q8IYQ7
Q8TC76
Q5T292
A6NGN9
P31358
P67809
Q16850
Q12934
Q9BVA0
Q9BVA6
Q9H269
Q9NZE8
P43080
O94875
Q1MX18
P07437
P07438
Q8N8Y5
P35212
P01178
P15498
P23246
P09769
Q9NW75
Q9BXT6
Q9BXT4
Q9BXT5
Q9BXT2
P62328
Q86XR8
Q5FWF4
Q86XR2
Q86XR5
O43236
Q86XR7
Q96LL4
Q96LL3
Q8TAZ6
P49918
Q96LL9
Q92643
O60885
Q4G0X9
Q8WW38
P51793
Q2NL67
Q9NPQ8
P23443
Q96L34
P58417
Q8NI08
Q8IZT8
P55286
A6NKW6
P10074
Q96FC9
O15393
Q96FC7
Q9UL49
Q9Y4G2
Q9ULW0
Q02447
P11229
P13164
Q9BSE2
P20701
P45379
P61313
P23276
Q9BZ76
Q9Y5K5
O15321
Q9UL46
O95445
O95447
Q15006
P49589
O15372
O75306
Q99417
Q99418
Q15306
Q7Z711
Q99965
Q9UKT4
Q96JF6
P50749
Q6ZNC4
P78316
Q96GC9
Q96GC5
Q96GC6
Q96GC1
Q6ZNC8
P50747
O00268
Q9BY89
P19793
Q9HBH9
Q71QF0
Q9NPD5
Q9ULV1
Q9NT22
Q9BY84
Q96PV4
Q96PV6
Q96PV0
B1AJZ9
Q06787
P02751
Q8NH79
Q14956
Q14957
Q14954
O14880
Q9H7D0
P36383
Q9P2R3
O60507
Q658Z6
Q14592
Q2Y0W8
P15374
P50570
P13232
Q8NHW4
O14522
Q14593
O15327
O15229
Q96D46
P46459
Q96D42
O00287
Q5GJ75
Q8NAG6
Q96AY3
Q5JRS4
Q5T9L3
Q9UJC3
Q9UJC5
Q8TD19
Q8IZL9
Q6UVK1
P23527
P35680
Q5VV16
P20674
Q71DI3
P28068
O00425
Q15386
O00421
A6NEQ0
O00423
O00422
O00429
Q15389
Q01453
P19827
Q9UBP6
Q05923
Q05925
Q13085
Q96JQ5
Q9NZB8
Q6P4I2
P00749
Q13310
Q8N6U8
P52732
Q9UBY9
P20042
Q14687
O15304
O15305
O15303
Q8NFA0
P11766
Q6PI77
Q9NY57
O60645
Q9HD67
P28288
Q6PI78
Q86UB9
P49761
P17643
Q86SG7
P49662
P21359
O00311
Q969H4
O75452
P11137
O43264
Q9NYA3
Q7L3B6
Q96SI9
Q13261
Q14166
Q14165
Q14164
Q6P0Q8
Q9HCP6
Q14161
O95400
Q53R41
Q96PC3
Q15118
Q4LDE5
A6NMZ7
O94913
Q08AF8
P49366
P49368
Q96C45
Q96M86
Q14940
Q6ZS54
Q9NZA1
Q9UKQ2
Q14832
P08183
P21439
Q8IUQ4
P63165
Q9HDD0
P10412
Q8TAB3
P61457
A6NLX3
O43390
Q8IZE3
Q9BRK5
Q9BRK4
Q6EHZ4
Q9H9L7
Q9BRK0
Q9BRK3
Q13492
Q13838
P06727
Q9NS26
P51531
P53816
Q96EK7
Q6SPF0
Q3YEC7
P37288
Q9HBZ2
O95096
Q969P0
Q9BSH4
A6NJB7
Q9HCJ0
Q8WWT9
Q9Y2X0
Q9Y2X3
Q9Y2X7
Q9Y2X9
Q9Y2X8
P08865
O60884
P00390
Q7Z7E8
Q5QJ38
Q9H808
Q08426
Q9NZP8
Q9NZN8
Q9Y5N6
Q8IZD2
Q8N157
Q9Y6R4
P04637
Q2WGJ6
Q8NBB2
Q5VTE6
Q2WGJ9
Q9Y6R1
P41235
P59998
P50552
Q71U71
A4D154
Q8WW22
Q9ULV3
P52849
P08637
Q14392
Q9UIQ6
Q8WXF3
Q15835
Q96EH5
P49789
Q8WXF1
Q03135
Q8N8I0
O60759
O60755
Q04727
Q5JRL0
Q66K14
Q9H2X3
Q5JRX3
O60287
O60285
O60284
Q5T1H1
O60282
O75718
O75717
P59768
O75715
Q9GZT8
O75711
P56524
Q8WVM7
Q99814
Q09328
P49790
Q7Z3D6
Q92854
P19174
Q92569
Q9P0Z9
O15438
P29122
Q8NBF6
Q9NZV7
Q9BZ29
P52790
Q8WXS3
Q8WXS5
Q8WXS4
Q8WXS8
Q9UNY4
Q9UNY5
Q12931
Q9NU19
P50053
Q8IW92
Q8IW93
Q9NTN9
Q70CQ4
O15479
Q9GZX7
Q9GZX6
Q9GZX5
Q9GZX3
Q9NYM9
A6NI61
Q9BZZ5
Q9NR97
Q5VXT5
Q7RTU9
Q9NR96
Q9P2E3
Q5T4F4
Q6PIL6
Q8N1D5
P30048
Q8NBI5
Q9BQ69
Q1X8D7
Q9BQ65
Q9BQ67
Q9BQ66
Q9BQ61
Q9UI36
Q8TBH0
Q96B86
P09958
P32320
P13569
Q9H0E7
Q7Z460
Q01167
Q9H0E3
Q9H0E2
Q7Z465
P42857
B2RTY4
Q96M20
Q15424
Q9H3S4
Q6UXV4
P23415
Q9H252
P49418
Q6ZQX9
Q9P2E9
Q9Y6P5
P02788
Q9HC24
Q9NZZ3
Q9UJW0
O95343
P05787
Q9HC58
Q9P2K3
Q9P1W3
P21127
Q3MJ16
Q9BXB1
Q8IXQ6
Q96J02
O75083
Q9Y5E7
Q9Y6A2
Q52LJ0
P55072
O43915
P37173
P05496
Q92747
Q9NS69
A4FU69
Q9H3K2
P52435
Q9H1A4
Q9Y6G3
Q9H1A3
P28332
Q13454
Q5HYW3
Q5HY64
P15516
Q8TE69
P15514
P15515
P07902
Q6EIG7
Q8N999
Q8N998
P57075
Q05932
O43353
P50616
Q6Q0C0
Q6UWM7
P53634
Q16822
P16152
Q16851
Q16853
Q3B726
Q16854
Q16878
Q92628
A5YKK6
Q9NW13
B4DU55
Q01726
Q96IF1
Q5R3K3
P20853
P20851
Q86UW9
Q9H3G5
Q6NWY9
Q86Y91
P08048
Q8N4F7
P54368
Q06430
P57679
Q96MX6
P11511
Q15323
P20585
Q16270
P10600
Q01118
O60296
O00391
P49773
P49771
P49770
O15527
O15524
O95639
O15522
O15520
O95633
O95630
O95631
O15528
P05937
P23975
Q8TDX5
A0MZ66
Q9BZ23
P36776
Q8N8K9
Q6NVU6
P60852
P01229
Q13733
P21917
Q96NZ8
Q9UN42
P51460
Q86SK9
Q16667
Q52M58
P20815
P21397
P52292
Q13277
A8K8R8
O43826
P25786
Q92575
Q96TA2
P27816
Q86V25
Q86V24
Q86V21
Q5VSZ0
P30291
O75843
Q08623
Q08629
P48426
P29279
Q9Y6X2
Q9Y6W6
Q96MH0
P29274
P29275
O94901
P00450
Q6W5P4
Q01740
Q9ULJ8
Q5T2R2
Q96A54
Q8TE57
Q8TBS0
Q9UGM3
Q9UGM1
Q8N135
Q9UGM6
Q9UGM5
O94768
P16989
P32856
Q9UF33
Q01813
P35968
P47736
Q8WUM0
P35498
O75554
Q6UY11
